,state,city,city_state,n_killed,n_injured,population,killed_normalized,injured_normalized,kill_million,injured_million,total
3230,California,Vacaville,"Vacaville, California",5,9,101444,4.92883E-05,8.87189E-05,49.28827728,88.7188991,138.0071764
26391,Washington,Bellingham,"Bellingham, Washington",10,8,130641,7.65456E-05,6.12365E-05,76.545648,61.2365184,137.7821664
25553,Utah,Logan,"Logan, Utah",7,7,101616,6.88868E-05,6.88868E-05,68.88678948,68.88678948,137.773579
5989,Illinois,Bloomingdale,"Bloomingdale, Illinois",3,0,21779,0.000137747,0,137.7473713,0,137.7473713
13609,Missouri,Grain Valley,"Grain Valley, Missouri",0,2,14526,0,0.000137684,0,137.6841526,137.6841526
11661,Michigan,Lincoln Park,"Lincoln Park, Michigan",2,3,36321,5.50646E-05,8.25968E-05,55.0645632,82.5968448,137.661408
16835,New York,Northport,"Northport, New York",1,0,7273,0.000137495,0,137.4948439,0,137.4948439
16329,New York,Baywood,"Baywood, New York",0,1,7275,0,0.000137457,0,137.4570447,137.4570447
12534,Minnesota,Moorhead,"Moorhead, Minnesota",2,4,43652,4.58169E-05,9.16338E-05,45.81691561,91.63383121,137.4507468
7356,Indiana,Connersville,"Connersville, Indiana",0,2,14566,0,0.000137306,0,137.3060552,137.3060552
28303,Wyoming,Torrington,"Torrington, Wyoming",1,0,7289,0.000137193,0,137.1930306,0,137.1930306
18755,Ohio,Hilliard,"Hilliard, Ohio",3,2,36534,8.21153E-05,5.47435E-05,82.11528987,54.74352658,136.8588164
24636,Texas,Manor,"Manor, Texas",1,1,14642,6.82967E-05,6.82967E-05,68.29668078,68.29668078,136.5933616
23176,South Dakota,Pierre,"Pierre, South Dakota",0,2,14659,0,0.000136435,0,136.4349546,136.4349546
25764,Vermont,Winooski,"Winooski, Vermont",1,0,7333,0.00013637,0,136.369835,0,136.369835
9133,Kansas,Gardner,"Gardner, Kansas",1,2,22031,4.53906E-05,9.07812E-05,45.39058599,90.78117198,136.171758
18368,Ohio,Bellbrook,"Bellbrook, Ohio",0,1,7344,0,0.000136166,0,136.1655773,136.1655773
24683,Texas,Mexia,"Mexia, Texas",1,0,7344,0.000136166,0,136.1655773,0,136.1655773
9493,Kansas,Spring Hill,"Spring Hill, Kansas",1,0,7345,0.000136147,0,136.1470388,0,136.1470388
10620,Maine,Lewiston,"Lewiston, Maine",1,7,58802,1.70062E-05,0.000119044,17.00622428,119.0435699,136.0497942
10597,Louisiana,Youngsville,"Youngsville, Louisiana",1,1,14704,6.80087E-05,6.80087E-05,68.00870511,68.00870511,136.0174102
26866,Washington,Stanwood,"Stanwood, Washington",0,1,7354,0,0.00013598,0,135.9804188,135.9804188
74,Alabama,Calera,"Calera, Alabama",2,0,14717,0.000135897,0,135.8972617,0,135.8972617
8068,Iowa,Charles City,"Charles City, Iowa",1,0,7359,0.000135888,0,135.8880283,0,135.8880283
4156,Florida,Deerfield Beach,"Deerfield Beach, Florida",9,2,81066,0.000111021,2.46713E-05,111.0206498,24.67125552,135.6919054
1175,Arizona,Prescott,"Prescott, Arizona",3,3,44299,6.77216E-05,6.77216E-05,67.721619,67.721619,135.443238
23265,South Dakota,Watertown,"Watertown, South Dakota",2,1,22174,9.01957E-05,4.50979E-05,90.19572472,45.09786236,135.2935871
4680,Florida,Sanibel,"Sanibel, Florida",0,1,7401,0,0.000135117,0,135.1168761,135.1168761
26351,Washington,Aberdeen,"Aberdeen, Washington",1,3,29609,3.37735E-05,0.000101321,33.77351481,101.3205444,135.0940592
21373,Pennsylvania,Levittown,"Levittown, Pennsylvania",4,3,51818,7.71933E-05,5.78949E-05,77.19325331,57.89493998,135.0881933
22489,Rhode Island,Cranston,"Cranston, Rhode Island",1,10,81456,1.22766E-05,0.000122766,12.27656649,122.7656649,135.0422314
17591,North Carolina,Mills River,"Mills River, North Carolina",0,1,7406,0,0.000135026,0,135.0256549,135.0256549
25028,Texas,Round Rock,"Round Rock, Texas",10,8,133372,7.49783E-05,5.99826E-05,74.97825631,59.98260504,134.9608614
2164,California,Cotati,"Cotati, California",0,1,7410,0,0.000134953,0,134.9527665,134.9527665
11955,Michigan,Westland,"Westland, Michigan",7,4,81511,8.5878E-05,4.90731E-05,85.87797966,49.07313123,134.9511109
4442,Florida,Lutz,"Lutz, Florida",1,2,22235,4.49741E-05,8.99483E-05,44.97413987,89.94827974,134.9224196
18778,Ohio,Hudson,"Hudson, Ohio",3,0,22237,0.00013491,0,134.9102847,0,134.9102847
3151,California,Suisun City,"Suisun City, California",1,3,29663,3.3712E-05,0.000101136,33.71203182,101.1360955,134.8481273
13705,Missouri,Jackson,"Jackson, Missouri",1,1,14836,6.74036E-05,6.74036E-05,67.40361283,67.40361283,134.8072257
4866,Florida,Winter Haven,"Winter Haven, Florida",13,23,267069,4.86766E-05,8.61201E-05,48.67655924,86.12006635,134.7966256
18775,Ohio,Hubbard,"Hubbard, Ohio",1,0,7419,0.000134789,0,134.7890551,0,134.7890551
8325,Iowa,Hiawatha,"Hiawatha, Iowa",0,1,7420,0,0.000134771,0,134.7708895,134.7708895
10699,Maryland,Brooklyn Park,"Brooklyn Park, Maryland",0,2,14850,0,0.00013468,0,134.6801347,134.6801347
4491,Florida,Miramar,"Miramar, Florida",6,13,141191,4.24956E-05,9.20739E-05,42.49562649,92.0738574,134.5694839
9424,Kansas,Prairie Village,"Prairie Village, Kansas",2,1,22295,8.97062E-05,4.48531E-05,89.70621216,44.85310608,134.5593182
3486,Colorado,Florence,"Florence, Colorado",0,1,7433,0,0.000134535,0,134.5351809,134.5351809
25992,Virginia,Great Falls,"Great Falls, Virginia",2,0,14872,0.000134481,0,134.4809037,0,134.4809037
21590,Pennsylvania,New Freedom,"New Freedom, Pennsylvania",1,1,14882,6.71953E-05,6.71953E-05,67.19526945,67.19526945,134.3905389
6935,Illinois,Rockton,"Rockton, Illinois",1,0,7441,0.000134391,0,134.3905389,0,134.3905389
15235,Nevada,Henderson,"Henderson, Nevada",30,13,320189,9.36947E-05,4.0601E-05,93.69466159,40.60102002,134.2956816
2610,California,Livingston,"Livingston, California",1,1,14896,6.71321E-05,6.71321E-05,67.132116,67.132116,134.264232
26534,Washington,Ferndale,"Ferndale, Washington",1,1,14897,6.71276E-05,6.71276E-05,67.12760959,67.12760959,134.2552192
4373,Florida,Keystone Heights,"Keystone Heights, Florida",1,0,7449,0.000134246,0,134.2462075,0,134.2462075
4512,Florida,Navarre,"Navarre, Florida",1,4,37362,2.67652E-05,0.000107061,26.76516246,107.0606499,133.8258123
17088,New York,Valley Stream,"Valley Stream, New York",4,1,37431,0.000106863,2.67158E-05,106.8632951,26.71582378,133.5791189
2817,California,Oceano,"Oceano, California",0,1,7487,0,0.000133565,0,133.5648457,133.5648457
22196,Pennsylvania,Willow Grove,"Willow Grove, Pennsylvania",0,2,14992,0,0.000133404,0,133.4044824,133.4044824
20296,Oregon,Corvallis,"Corvallis, Oregon",5,4,67467,7.41103E-05,5.92882E-05,74.11030578,59.28824462,133.3985504
21196,Pennsylvania,Hatboro,"Hatboro, Pennsylvania",0,1,7501,0,0.000133316,0,133.3155579,133.3155579
3160,California,Susanville,"Susanville, California",1,1,15010,6.66223E-05,6.66223E-05,66.62225183,66.62225183,133.2445037
18627,Ohio,Fairlawn,"Fairlawn, Ohio",0,1,7514,0,0.000133085,0,133.0849082,133.0849082
26936,Washington,West Richland,"West Richland, Washington",2,0,15075,0.00013267,0,132.6699834,0,132.6699834
3064,California,Saratoga,"Saratoga, California",4,0,30153,0.000132657,0,132.6567837,0,132.6567837
26326,Virginia,Waynesboro,"Waynesboro, Virginia",1,2,22630,4.41891E-05,8.83783E-05,44.18912947,88.37825895,132.5673884
17476,North Carolina,Holly Springs,"Holly Springs, North Carolina",1,4,37812,2.64466E-05,0.000105787,26.4466307,105.7865228,132.2331535
20515,Oregon,Scappoose,"Scappoose, Oregon",0,1,7564,0,0.000132205,0,132.2051824,132.2051824
2523,California,La Habra,"La Habra, California",2,6,60513,3.30507E-05,9.91522E-05,33.05074943,99.15224828,132.2029977
25291,Texas,Victoria,"Victoria, Texas",6,3,68078,8.81342E-05,4.40671E-05,88.13419901,44.0670995,132.2012985
2458,California,Hughson,"Hughson, California",1,0,7565,0.000132188,0,132.1877065,0,132.1877065
27650,Wisconsin,Hales Corners,"Hales Corners, Wisconsin",1,0,7567,0.000132153,0,132.1527686,0,132.1527686
11189,Massachusetts,Greenfield,"Greenfield, Massachusetts",1,2,22703,4.4047E-05,8.80941E-05,44.04704224,88.09408448,132.1411267
3323,California,Woodland,"Woodland, California",7,1,60598,0.000115515,1.65022E-05,115.5153635,16.50219479,132.0175583
21371,Pennsylvania,Leola,"Leola, Pennsylvania",0,1,7576,0,0.000131996,0,131.9957761,131.9957761
15453,New Jersey,Dayton,"Dayton, New Jersey",1,0,7576,0.000131996,0,131.9957761,0,131.9957761
4989,Georgia,Chamblee,"Chamblee, Georgia",2,2,30307,6.59914E-05,6.59914E-05,65.99135513,65.99135513,131.9827103
3357,Colorado,Arvada,"Arvada, Colorado",12,4,121272,9.89511E-05,3.29837E-05,98.95111815,32.98370605,131.9348242
24343,Texas,Hereford,"Hereford, Texas",0,2,15164,0,0.000131891,0,131.8913216,131.8913216
20160,Oklahoma,Tuttle,"Tuttle, Oklahoma",1,0,7593,0.0001317,0,131.7002502,0,131.7002502
19283,Ohio,Solon,"Solon, Ohio",2,1,22779,8.78002E-05,4.39001E-05,87.80016682,43.90008341,131.7002502
3309,California,Willowbrook,"Willowbrook, California",1,2,22811,4.38385E-05,8.7677E-05,43.83849897,87.67699794,131.5154969
24703,Texas,Mineral Wells,"Mineral Wells, Texas",1,1,15213,6.57333E-05,6.57333E-05,65.73325445,65.73325445,131.4665089
17018,New York,South Farmingdale,"South Farmingdale, New York",2,0,15229,0.000131328,0,131.3283866,0,131.3283866
5572,Hawaii,Kula,"Kula, Hawaii",0,1,7621,0,0.000131216,0,131.2163758,131.2163758
10769,Maryland,Damascus,"Damascus, Maryland",2,0,15250,0.000131148,0,131.147541,0,131.147541
28081,Wisconsin,Waupaca,"Waupaca, Wisconsin",1,0,7627,0.000131113,0,131.1131506,0,131.1131506
17988,North Dakota,Devils Lake,"Devils Lake, North Dakota",0,1,7631,0,0.000131044,0,131.0444241,131.0444241
26210,Virginia,Reston,"Reston, Virginia",3,5,61147,4.90621E-05,8.17702E-05,49.06209626,81.77016043,130.8322567
15420,New Jersey,Butler,"Butler, New Jersey",0,1,7654,0,0.000130651,0,130.6506402,130.6506402
3580,Colorado,Lamar,"Lamar, Colorado",0,1,7655,0,0.000130634,0,130.6335728,130.6335728
11371,Michigan,Brighton,"Brighton, Michigan",1,0,7656,0.000130617,0,130.6165099,0,130.6165099
6006,Illinois,Bradley,"Bradley, Illinois",0,2,15314,0,0.000130599,0,130.5994515,130.5994515
19464,Ohio,Willoughby,"Willoughby, Ohio",1,2,22977,4.35218E-05,8.70436E-05,43.52178265,87.0435653,130.565348
2446,California,Holtville,"Holtville, California",0,1,7664,0,0.00013048,0,130.480167,130.480167
3048,California,Santa Clara,"Santa Clara, California",10,7,130365,7.67077E-05,5.36954E-05,76.70770529,53.6953937,130.403099
25616,Utah,Plain City,"Plain City, Utah",0,1,7669,0,0.000130395,0,130.3950971,130.3950971
12332,Minnesota,Hastings,"Hastings, Minnesota",3,0,23047,0.000130169,0,130.1687855,0,130.1687855
11584,Michigan,Holland,"Holland, Michigan",7,6,100432,6.96989E-05,5.97419E-05,69.69890075,59.74191493,129.4408157
26750,Washington,Olympia,"Olympia, Washington",11,15,200915,5.47495E-05,7.46584E-05,54.74952094,74.65843765,129.4079586
16294,New York,Albion,"Albion, New York",0,1,7738,0,0.000129232,0,129.2323598,129.2323598
21768,Pennsylvania,Quarryville,"Quarryville, Pennsylvania",0,1,7741,0,0.000129182,0,129.1822762,129.1822762
27731,Wisconsin,Lake Geneva,"Lake Geneva, Wisconsin",2,0,15518,0.000128883,0,128.882588,0,128.882588
1880,California,Alameda,"Alameda, California",4,6,77624,5.15305E-05,7.72957E-05,51.5304545,77.29568175,128.8261362
5667,Idaho,Blackfoot,"Blackfoot, Idaho",1,1,15526,6.44081E-05,6.44081E-05,64.40808966,64.40808966,128.8161793
3477,Colorado,Estes Park,"Estes Park, Colorado",1,0,7769,0.000128717,0,128.7166946,0,128.7166946
3383,Colorado,Boulder,"Boulder, Colorado",9,7,124345,7.23793E-05,5.6295E-05,72.37926736,56.29498573,128.6742531
10600,Maine,Auburn,"Auburn, Maine",0,3,23414,0,0.000128128,0,128.1284701,128.1284701
23781,Texas,Aubrey,"Aubrey, Texas",0,1,7806,0,0.000128107,0,128.1065847,128.1065847
22200,Pennsylvania,Wilson,"Wilson, Pennsylvania",0,1,7807,0,0.00012809,0,128.0901755,128.0901755
20328,Oregon,Eugene,"Eugene, Oregon",15,20,273439,5.48568E-05,7.31425E-05,54.85684193,73.1424559,127.9992978
18307,Ohio,Alliance,"Alliance, Ohio",2,2,31255,6.39898E-05,6.39898E-05,63.98976164,63.98976164,127.9795233
16747,New York,Medina,"Medina, New York",1,0,7816,0.000127943,0,127.9426817,0,127.9426817
9392,Kansas,Overland Park,"Overland Park, Kansas",14,11,195494,7.16135E-05,5.62677E-05,71.61345105,56.26771154,127.8811626
16318,New York,Baldwinsville,"Baldwinsville, New York",0,1,7822,0,0.000127845,0,127.844541,127.844541
23896,Texas,Brownsville,"Brownsville, Texas",13,16,227239,5.72085E-05,7.04104E-05,57.20848974,70.41044891,127.6189387
24607,Texas,Los Fresnos,"Los Fresnos, Texas",1,0,7837,0.0001276,0,127.5998469,0,127.5998469
10705,Maryland,Bryans Road,"Bryans Road, Maryland",0,1,7847,0,0.000127437,0,127.4372372,127.4372372
3322,California,Woodlake,"Woodlake, California",0,1,7854,0,0.000127324,0,127.3236567,127.3236567
23755,Texas,Andrews,"Andrews, Texas",0,2,15708,0,0.000127324,0,127.3236567,127.3236567
6779,Illinois,Oak Lawn,"Oak Lawn, Illinois",4,3,55022,7.26982E-05,5.45236E-05,72.69819345,54.52364509,127.2218385
23886,Texas,Bridge City,"Bridge City, Texas",0,1,7862,0,0.000127194,0,127.1940982,127.1940982
16646,New York,Ilion,"Ilion, New York",2,1,23608,8.4717E-05,4.23585E-05,84.71704507,42.35852253,127.0755676
26202,Virginia,Purcellville,"Purcellville, Virginia",1,1,15742,6.35243E-05,6.35243E-05,63.52432982,63.52432982,127.0486596
4987,Georgia,Centerville,"Centerville, Georgia",0,1,7884,0,0.000126839,0,126.8391679,126.8391679
21655,Pennsylvania,Old Forge,"Old Forge, Pennsylvania",1,0,7894,0.000126678,0,126.67849,0,126.67849
16914,New York,Poughkeepsie,"Poughkeepsie, New York",11,39,394760,2.7865E-05,9.87942E-05,27.86503192,98.79420407,126.659236
5365,Georgia,Roswell,"Roswell, Georgia",5,7,94763,5.27632E-05,7.38685E-05,52.76320927,73.86849298,126.6317022
8984,Kansas,Bonner Springs,"Bonner Springs, Kansas",1,0,7906,0.000126486,0,126.486213,0,126.486213
24361,Texas,Hitchcock,"Hitchcock, Texas",0,1,7914,0,0.000126358,0,126.3583523,126.3583523
12349,Minnesota,Hibbing,"Hibbing, Minnesota",0,2,15855,0,0.000126143,0,126.1431725,126.1431725
2802,California,Novato,"Novato, California",5,2,55516,9.00641E-05,3.60257E-05,90.06412566,36.02565026,126.0897759
3218,California,Tustin,"Tustin, California",9,1,79348,0.000113424,1.26027E-05,113.4244089,12.6027121,126.027121
26713,Washington,Mount Vernon,"Mount Vernon, Washington",7,2,71422,9.8009E-05,2.80026E-05,98.00901683,28.00257624,126.0115931
3263,California,Walnut Park,"Walnut Park, California",1,1,15896,6.29089E-05,6.29089E-05,62.9089079,62.9089079,125.8178158
6640,Illinois,Maryville,"Maryville, Illinois",0,1,7952,0,0.000125755,0,125.7545272,125.7545272
2662,California,Manteca,"Manteca, California",5,8,103420,4.83465E-05,7.73545E-05,48.34654806,77.35447689,125.7010249
3072,California,Seal Beach,"Seal Beach, California",2,1,23896,8.3696E-05,4.1848E-05,83.69601607,41.84800803,125.5440241
15291,Nevada,Spanish Springs,"Spanish Springs, Nevada",1,1,15938,6.27431E-05,6.27431E-05,62.74312963,62.74312963,125.4862593
3202,California,Torrance,"Torrance, California",12,6,143592,8.35701E-05,4.17851E-05,83.57011533,41.78505766,125.355173
27696,Wisconsin,Jefferson,"Jefferson, Wisconsin",1,0,7986,0.000125219,0,125.2191335,0,125.2191335
6641,Illinois,Mascoutah,"Mascoutah, Illinois",0,1,7994,0,0.000125094,0,125.0938204,125.0938204
14359,Montana,Evergreen,"Evergreen, Montana",0,1,8002,0,0.000124969,0,124.9687578,124.9687578
6776,Illinois,Oak Brook,"Oak Brook, Illinois",1,0,8016,0.00012475,0,124.750499,0,124.750499
25640,Utah,Salt Lake City,"Salt Lake City, Utah",41,96,1098526,3.73227E-05,8.73898E-05,37.32273974,87.38982964,124.7125694
11476,Michigan,East Lansing,"East Lansing, Michigan",3,3,48145,6.23118E-05,6.23118E-05,62.31176654,62.31176654,124.6235331
11706,Michigan,Menominee,"Menominee, Michigan",1,0,8029,0.000124549,0,124.5485116,0,124.5485116
15667,New Jersey,Northfield,"Northfield, New Jersey",1,0,8031,0.000124517,0,124.5174947,0,124.5174947
28078,Wisconsin,Waukesha,"Waukesha, Wisconsin",4,5,72299,5.53258E-05,6.91572E-05,55.3257998,69.15724975,124.4830496
4549,Florida,Odessa,"Odessa, Florida",1,0,8036,0.00012444,0,124.4400199,0,124.4400199
16945,New York,Rome,"Rome, New York",3,1,32148,9.33184E-05,3.11061E-05,93.31840239,31.10613413,124.4245365
14159,Missouri,Troy,"Troy, Missouri",0,2,16092,0,0.000124285,0,124.2853592,124.2853592
26928,Washington,Washougal,"Washougal, Washington",1,1,16107,6.20848E-05,6.20848E-05,62.08480785,62.08480785,124.1696157
6122,Illinois,Clinton,"Clinton, Illinois",1,0,8055,0.000124146,0,124.1464929,0,124.1464929
2074,California,Carmichael,"Carmichael, California",6,2,64454,9.30896E-05,3.10299E-05,93.08964533,31.02988178,124.1195271
24229,Texas,Friendswood,"Friendswood, Texas",3,2,40290,7.44602E-05,4.96401E-05,74.46016381,49.64010921,124.100273
18411,Ohio,Bowling Green,"Bowling Green, Ohio",0,4,32249,0,0.000124035,0,124.0348538,124.0348538
12097,Minnesota,Cambridge,"Cambridge, Minnesota",0,2,16143,0,0.000123893,0,123.8927089,123.8927089
10805,Maryland,Ellicott City,"Ellicott City, Maryland",6,3,72665,8.25707E-05,4.12854E-05,82.57070116,41.28535058,123.8560517
4670,Florida,Royal Palm Beach,"Royal Palm Beach, Florida",1,4,40396,2.47549E-05,9.90197E-05,24.75492623,99.01970492,123.7746312
2224,California,Discovery Bay,"Discovery Bay, California",1,1,16159,6.1885E-05,6.1885E-05,61.88501764,61.88501764,123.7700353
25049,Texas,San Benito,"San Benito, Texas",3,0,24243,0.000123747,0,123.747061,0,123.747061
20018,Oklahoma,Ponca City,"Ponca City, Oklahoma",1,2,24274,4.11963E-05,8.23927E-05,41.19634176,82.39268353,123.5890253
10974,Maryland,Mount Rainier,"Mount Rainier, Maryland",1,0,8093,0.000123564,0,123.5635735,0,123.5635735
11145,Maryland,Woodlawn,"Woodlawn, Maryland",1,4,40469,2.47103E-05,9.88411E-05,24.71027206,98.84108824,123.5513603
16878,New York,Peekskill,"Peekskill, New York",1,2,24295,4.11607E-05,8.23215E-05,41.16073266,82.32146532,123.482198
15200,Nevada,Boulder City,"Boulder City, Nevada",1,1,16207,6.17017E-05,6.17017E-05,61.70173382,61.70173382,123.4034676
26500,Washington,Duvall,"Duvall, Washington",0,1,8107,0,0.00012335,0,123.3501912,123.3501912
25860,Virginia,Chantilly,"Chantilly, Virginia",0,3,24368,0,0.000123112,0,123.1122784,123.1122784
17582,North Carolina,Mebane,"Mebane, North Carolina",2,0,16262,0.000122986,0,122.9861026,0,122.9861026
23723,Texas,Addison,"Addison, Texas",1,1,16263,6.14893E-05,6.14893E-05,61.48927012,61.48927012,122.9785402
18956,Ohio,Middleport,"Middleport, Ohio",0,1,8145,0,0.000122775,0,122.7747084,122.7747084
16394,New York,Center Moriches,"Center Moriches, New York",1,0,8147,0.000122745,0,122.7445686,0,122.7445686
23961,Texas,Celina,"Celina, Texas",1,1,16299,6.13535E-05,6.13535E-05,61.35345727,61.35345727,122.7069145
5778,Idaho,Meridian,"Meridian, Idaho",7,7,114161,6.13169E-05,6.13169E-05,61.31691208,61.31691208,122.6338242
2360,California,Fullerton,"Fullerton, California",7,10,138632,5.04934E-05,7.21334E-05,50.49339258,72.13341797,122.6268105
15219,Nevada,Fallon,"Fallon, Nevada",2,0,16313,0.000122602,0,122.6016061,0,122.6016061
2828,California,Orange,"Orange, California",11,6,138669,7.93256E-05,4.32685E-05,79.32558827,43.26850269,122.594091
6442,Illinois,Homer Glen,"Homer Glen, Illinois",2,1,24472,8.17261E-05,4.0863E-05,81.72605427,40.86302713,122.5890814
12648,Minnesota,Red Wing,"Red Wing, Minnesota",1,1,16320,6.12745E-05,6.12745E-05,61.2745098,61.2745098,122.5490196
25310,Texas,Watauga,"Watauga, Texas",1,2,24481,4.0848E-05,8.1696E-05,40.84800457,81.69600915,122.5440137
967,Arizona,Chandler,"Chandler, Arizona",16,16,261165,6.1264E-05,6.1264E-05,61.26395191,61.26395191,122.5279038
2445,California,Hollister,"Hollister, California",2,4,48992,4.0823E-05,8.1646E-05,40.82299151,81.64598302,122.4689745
4828,Florida,Wellington,"Wellington, Florida",4,4,65398,6.11639E-05,6.11639E-05,61.16394997,61.16394997,122.3278999
28083,Wisconsin,Wausau,"Wausau, Wisconsin",4,5,73593,5.4353E-05,6.79412E-05,54.35299553,67.94124441,122.2942399
12488,Minnesota,Maplewood,"Maplewood, Minnesota",3,2,40885,7.33765E-05,4.89177E-05,73.37654396,48.91769598,122.2942399
2970,California,Ripon,"Ripon, California",2,0,16386,0.000122055,0,122.0554132,0,122.0554132
13013,Mississippi,Hernando,"Hernando, Mississippi",1,1,16399,6.09793E-05,6.09793E-05,60.97932801,60.97932801,121.958656
26016,Virginia,Herndon,"Herndon, Virginia",1,2,24601,4.06488E-05,8.12975E-05,40.64875412,81.29750823,121.9462623
11909,Michigan,Temperance,"Temperance, Michigan",0,1,8201,0,0.000121936,0,121.9363492,121.9363492
16721,New York,Mahopac,"Mahopac, New York",1,0,8203,0.000121907,0,121.9066195,0,121.9066195
24730,Texas,Mount Pleasant,"Mount Pleasant, Texas",0,2,16412,0,0.000121862,0,121.8620522,121.8620522
19015,Ohio,Napoleon,"Napoleon, Ohio",0,1,8207,0,0.000121847,0,121.8472036,121.8472036
14852,Nebraska,Hastings,"Hastings, Nebraska",2,1,24692,8.09979E-05,4.04989E-05,80.99789405,40.49894703,121.4968411
7519,Indiana,Jasper,"Jasper, Indiana",0,2,16477,0,0.000121381,0,121.3813194,121.3813194
6619,Illinois,Manhattan,"Manhattan, Illinois",1,0,8240,0.000121359,0,121.3592233,0,121.3592233
26313,Virginia,Vienna,"Vienna, Virginia",1,1,16485,6.06612E-05,6.06612E-05,60.66120716,60.66120716,121.3224143
4880,Florida,Zephyrhills,"Zephyrhills, Florida",7,3,82476,8.48732E-05,3.63742E-05,84.87317523,36.37421795,121.2473932
11321,Michigan,Auburn Hills,"Auburn Hills, Michigan",0,3,24748,0,0.000121222,0,121.2219169,121.2219169
11282,Massachusetts,Weymouth,"Weymouth, Massachusetts",3,4,57746,5.19517E-05,6.92689E-05,51.95165033,69.26886711,121.2205174
984,Arizona,Colorado City,"Colorado City, Arizona",0,1,8258,0,0.000121095,0,121.0946961,121.0946961
7162,Illinois,Washington,"Washington, Illinois",0,2,16516,0,0.000121095,0,121.0946961,121.0946961
27561,Wisconsin,Eau Claire,"Eau Claire, Wisconsin",8,5,107404,7.44851E-05,4.65532E-05,74.4851216,46.553201,121.0383226
26921,Washington,Walla Walla,"Walla Walla, Washington",5,2,57860,8.64155E-05,3.45662E-05,86.41548566,34.56619426,120.9816799
11787,Michigan,Paw Paw,"Paw Paw, Michigan",0,1,8270,0,0.000120919,0,120.9189843,120.9189843
27681,Wisconsin,Hudson,"Hudson, Wisconsin",0,3,24832,0,0.000120812,0,120.8118557,120.8118557
17450,North Carolina,Harrisburg,"Harrisburg, North Carolina",0,2,16576,0,0.000120656,0,120.6563707,120.6563707
16323,New York,Batavia,"Batavia, New York",0,2,16581,0,0.00012062,0,120.6199867,120.6199867
15530,New Jersey,Haledon,"Haledon, New Jersey",0,1,8293,0,0.000120584,0,120.5836247,120.5836247
12477,Minnesota,Mahtomedi,"Mahtomedi, Minnesota",1,0,8294,0.000120569,0,120.5690861,0,120.5690861
2323,California,Firebaugh,"Firebaugh, California",1,0,8296,0.00012054,0,120.5400193,0,120.5400193
13278,Missouri,Aurora,"Aurora, Missouri",1,0,8297,0.000120525,0,120.5254911,0,120.5254911
15749,New Jersey,Runnemede,"Runnemede, New Jersey",1,0,8300,0.000120482,0,120.4819277,0,120.4819277
2460,California,Huntington Beach,"Huntington Beach, California",11,13,199223,5.52145E-05,6.52535E-05,55.21450836,65.25350989,120.4680183
27640,Wisconsin,Green Bay,"Green Bay, Wisconsin",12,13,207557,5.78154E-05,6.26334E-05,57.81544347,62.63339709,120.4488406
20730,Pennsylvania,Bloomsburg,"Bloomsburg, Pennsylvania",0,6,49840,0,0.000120385,0,120.3852327,120.3852327
2098,California,Cerritos,"Cerritos, California",4,2,49859,8.02262E-05,4.01131E-05,80.22623799,40.113119,120.339357
4229,Florida,Frostproof,"Frostproof, Florida",0,1,8312,0,0.000120308,0,120.3079885,120.3079885
25703,Utah,West Jordan,"West Jordan, Utah",6,8,116480,5.1511E-05,6.86813E-05,51.51098901,68.68131868,120.1923077
25664,Utah,Springville,"Springville, Utah",0,4,33310,0,0.000120084,0,120.0840588,120.0840588
10603,Maine,Bath,"Bath, Maine",1,0,8338,0.000119933,0,119.9328376,0,119.9328376
2951,California,Redondo Beach,"Redondo Beach, California",4,4,66749,5.9926E-05,5.9926E-05,59.9259914,59.9259914,119.8519828
13342,Missouri,Branson,"Branson, Missouri",3,0,25033,0.000119842,0,119.8418088,0,119.8418088
3338,California,Yucca Valley,"Yucca Valley, California",0,3,25042,0,0.000119799,0,119.7987381,119.7987381
27017,West Virginia,Buckhannon,"Buckhannon, West Virginia",1,0,8351,0.000119746,0,119.7461382,0,119.7461382
24340,Texas,Hempstead,"Hempstead, Texas",1,0,8355,0.000119689,0,119.6888091,0,119.6888091
7226,Illinois,Woodridge,"Woodridge, Illinois",2,2,33432,5.98229E-05,5.98229E-05,59.82292414,59.82292414,119.6458483
21499,Pennsylvania,Millersville,"Millersville, Pennsylvania",1,0,8359,0.000119632,0,119.6315349,0,119.6315349
7332,Indiana,Charlestown,"Charlestown, Indiana",1,0,8370,0.000119474,0,119.474313,0,119.474313
5748,Idaho,Idaho Falls,"Idaho Falls, Idaho",6,6,100442,5.9736E-05,5.9736E-05,59.73596703,59.73596703,119.4719341
27836,Wisconsin,Muskego,"Muskego, Wisconsin",2,1,25127,7.95957E-05,3.97978E-05,79.59565408,39.79782704,119.3934811
5971,Illinois,Belvidere,"Belvidere, Illinois",1,2,25143,3.97725E-05,7.9545E-05,39.77250129,79.54500259,119.3175039
5793,Idaho,Nampa,"Nampa, Idaho",13,9,184428,7.04882E-05,4.87995E-05,70.4882122,48.79953152,119.2877437
11535,Michigan,Gaylord,"Gaylord, Michigan",0,1,8388,0,0.000119218,0,119.2179304,119.2179304
6348,Illinois,Glendale Heights,"Glendale Heights, Illinois",3,1,33617,8.92406E-05,2.97469E-05,89.24056281,29.74685427,118.9874171
11263,Massachusetts,Southbridge,"Southbridge, Massachusetts",0,2,16878,0,0.000118497,0,118.4974523,118.4974523
