,state,city,city_state,n_killed,n_injured,population,killed_normalized,injured_normalized,kill_million,injured_million,total
20971,Pennsylvania,East Brady,"East Brady, Pennsylvania",0,0,906,0,0,0,0,0
20972,Pennsylvania,East Butler,"East Butler, Pennsylvania",0,0,684,0,0,0,0,0
20973,Pennsylvania,East Conemaugh,"East Conemaugh, Pennsylvania",0,0,1104,0,0,0,0,0
20974,Pennsylvania,East Freedom,"East Freedom, Pennsylvania",0,0,789,0,0,0,0,0
20975,Pennsylvania,East Greenville,"East Greenville, Pennsylvania",0,0,2940,0,0,0,0,0
20976,Pennsylvania,East Lansdowne,"East Lansdowne, Pennsylvania",0,0,2671,0,0,0,0,0
20977,Pennsylvania,East McKeesport,"East McKeesport, Pennsylvania",0,0,2042,0,0,0,0,0
20978,Pennsylvania,East Petersburg,"East Petersburg, Pennsylvania",0,0,4504,0,0,0,0,0
20980,Pennsylvania,East Prospect,"East Prospect, Pennsylvania",0,0,2588,0,0,0,0,0
20981,Pennsylvania,East Rochester,"East Rochester, Pennsylvania",0,0,531,0,0,0,0,0
20982,Pennsylvania,East Salem,"East Salem, Pennsylvania",0,0,221,0,0,0,0,0
20983,Pennsylvania,East Side,"East Side, Pennsylvania",0,0,301,0,0,0,0,0
20985,Pennsylvania,East Uniontown,"East Uniontown, Pennsylvania",0,0,2176,0,0,0,0,0
20986,Pennsylvania,East Vandergrift,"East Vandergrift, Pennsylvania",0,0,635,0,0,0,0,0
20987,Pennsylvania,East Washington,"East Washington, Pennsylvania",0,0,1810,0,0,0,0,0
20988,Pennsylvania,East Waterford,"East Waterford, Pennsylvania",0,0,189,0,0,0,0,0
20989,Pennsylvania,East York,"East York, Pennsylvania",0,0,8495,0,0,0,0,0
20990,Pennsylvania,Eastlawn Gardens,"Eastlawn Gardens, Pennsylvania",0,0,3360,0,0,0,0,0
20992,Pennsylvania,Eastvale,"Eastvale, Pennsylvania",0,0,207,0,0,0,0,0
20993,Pennsylvania,Eau Claire,"Eau Claire, Pennsylvania",0,0,296,0,0,0,0,0
20994,Pennsylvania,Ebensburg,"Ebensburg, Pennsylvania",0,0,4478,0,0,0,0,0
20995,Pennsylvania,Economy,"Economy, Pennsylvania",0,0,9098,0,0,0,0,0
20996,Pennsylvania,Eddington,"Eddington, Pennsylvania",0,0,2033,0,0,0,0,0
20997,Pennsylvania,Eddystone,"Eddystone, Pennsylvania",0,0,2412,0,0,0,0,0
20998,Pennsylvania,Edenborn,"Edenborn, Pennsylvania",0,0,199,0,0,0,0,0
20999,Pennsylvania,Edenburg,"Edenburg, Pennsylvania",0,0,725,0,0,0,0,0
21000,Pennsylvania,Edgewood,"Edgewood, Pennsylvania",0,0,3004,0,0,0,0,0
21001,Pennsylvania,Edgeworth,"Edgeworth, Pennsylvania",0,0,1647,0,0,0,0,0
21002,Pennsylvania,Edie,"Edie, Pennsylvania",0,0,47,0,0,0,0,0
21004,Pennsylvania,Edwardsville,"Edwardsville, Pennsylvania",0,0,4723,0,0,0,0,0
21006,Pennsylvania,Egypt,"Egypt, Pennsylvania",0,0,2273,0,0,0,0,0
21007,Pennsylvania,Ehrenfeld,"Ehrenfeld, Pennsylvania",0,0,210,0,0,0,0,0
21008,Pennsylvania,Eighty Four,"Eighty Four, Pennsylvania",0,0,462,0,0,0,0,0
21009,Pennsylvania,Elco,"Elco, Pennsylvania",0,0,306,0,0,0,0,0
21010,Pennsylvania,Elderton,"Elderton, Pennsylvania",0,0,335,0,0,0,0,0
21012,Pennsylvania,Elgin,"Elgin, Pennsylvania",0,0,205,0,0,0,0,0
21013,Pennsylvania,Elim,"Elim, Pennsylvania",0,0,3453,0,0,0,0,0
21014,Pennsylvania,Elizabeth,"Elizabeth, Pennsylvania",0,0,1476,0,0,0,0,0
21016,Pennsylvania,Elizabethville,"Elizabethville, Pennsylvania",0,0,1494,0,0,0,0,0
21018,Pennsylvania,Ellport,"Ellport, Pennsylvania",0,0,1103,0,0,0,0,0
21019,Pennsylvania,Ellsworth,"Ellsworth, Pennsylvania",0,0,963,0,0,0,0,0
21021,Pennsylvania,Elrama,"Elrama, Pennsylvania",0,0,351,0,0,0,0,0
21022,Pennsylvania,Elverson,"Elverson, Pennsylvania",0,0,3946,0,0,0,0,0
21023,Pennsylvania,Elysburg,"Elysburg, Pennsylvania",0,0,1863,0,0,0,0,0
21024,Pennsylvania,Emerald Lakes,"Emerald Lakes, Pennsylvania",0,0,3495,0,0,0,0,0
21025,Pennsylvania,Emigsville,"Emigsville, Pennsylvania",0,0,3032,0,0,0,0,0
21026,Pennsylvania,Emlenton,"Emlenton, Pennsylvania",0,0,573,0,0,0,0,0
21028,Pennsylvania,Emporium,"Emporium, Pennsylvania",0,0,2344,0,0,0,0,0
21029,Pennsylvania,Emsworth,"Emsworth, Pennsylvania",0,0,2350,0,0,0,0,0
21030,Pennsylvania,Englewood,"Englewood, Pennsylvania",0,0,527,0,0,0,0,0
21031,Pennsylvania,Enhaut,"Enhaut, Pennsylvania",0,0,1270,0,0,0,0,0
21032,Pennsylvania,Enlow,"Enlow, Pennsylvania",0,0,999,0,0,0,0,0
21033,Pennsylvania,Enola,"Enola, Pennsylvania",0,0,6251,0,0,0,0,0
21037,Pennsylvania,Ernest,"Ernest, Pennsylvania",0,0,431,0,0,0,0,0
21039,Pennsylvania,Etna,"Etna, Pennsylvania",0,0,3308,0,0,0,0,0
21040,Pennsylvania,Evans City,"Evans City, Pennsylvania",0,0,1710,0,0,0,0,0
21041,Pennsylvania,Evansburg,"Evansburg, Pennsylvania",0,0,2151,0,0,0,0,0
21043,Pennsylvania,Everson,"Everson, Pennsylvania",0,0,749,0,0,0,0,0
21044,Pennsylvania,Exeter,"Exeter, Pennsylvania",0,0,5541,0,0,0,0,0
21047,Pennsylvania,Eyers Grove,"Eyers Grove, Pennsylvania",0,0,56,0,0,0,0,0
21050,Pennsylvania,Fairdale,"Fairdale, Pennsylvania",0,0,2264,0,0,0,0,0
21051,Pennsylvania,Fairfield,"Fairfield, Pennsylvania",0,0,518,0,0,0,0,0
21052,Pennsylvania,Fairhope,"Fairhope, Pennsylvania",0,0,1033,0,0,0,0,0
21053,Pennsylvania,Fairless Hills,"Fairless Hills, Pennsylvania",0,0,8379,0,0,0,0,0
21054,Pennsylvania,Fairview,"Fairview, Pennsylvania",0,0,184,0,0,0,0,0
21055,Pennsylvania,Fairview-Ferndale,"Fairview-Ferndale, Pennsylvania",0,0,2036,0,0,0,0,0
21056,Pennsylvania,Falls Creek,"Falls Creek, Pennsylvania",0,0,999,0,0,0,0,0
21057,Pennsylvania,Fallston,"Fallston, Pennsylvania",0,0,244,0,0,0,0,0
21058,Pennsylvania,Falmouth,"Falmouth, Pennsylvania",0,0,478,0,0,0,0,0
21059,Pennsylvania,Farmersville,"Farmersville, Pennsylvania",0,0,935,0,0,0,0,0
21061,Pennsylvania,Farrell,"Farrell, Pennsylvania",0,0,4580,0,0,0,0,0
21063,Pennsylvania,Fawn Lake Forest,"Fawn Lake Forest, Pennsylvania",0,0,555,0,0,0,0,0
21064,Pennsylvania,Faxon,"Faxon, Pennsylvania",0,0,1255,0,0,0,0,0
21065,Pennsylvania,Fayette City,"Fayette City, Pennsylvania",0,0,552,0,0,0,0,0
21067,Pennsylvania,Feasterville,"Feasterville, Pennsylvania",0,0,2571,0,0,0,0,0
21068,Pennsylvania,Fellsburg,"Fellsburg, Pennsylvania",0,0,1255,0,0,0,0,0
21069,Pennsylvania,Felton,"Felton, Pennsylvania",0,0,512,0,0,0,0,0
21070,Pennsylvania,Ferndale,"Ferndale, Pennsylvania",0,0,1495,0,0,0,0,0
21071,Pennsylvania,Fernville,"Fernville, Pennsylvania",0,0,450,0,0,0,0,0
21072,Pennsylvania,Finleyville,"Finleyville, Pennsylvania",0,0,393,0,0,0,0,0
21073,Pennsylvania,Fivepointville,"Fivepointville, Pennsylvania",0,0,1453,0,0,0,0,0
21074,Pennsylvania,Fleetwood,"Fleetwood, Pennsylvania",0,0,4104,0,0,0,0,0
21075,Pennsylvania,Flemington,"Flemington, Pennsylvania",0,0,1326,0,0,0,0,0
21076,Pennsylvania,Flourtown,"Flourtown, Pennsylvania",0,0,4331,0,0,0,0,0
21077,Pennsylvania,Flying Hills,"Flying Hills, Pennsylvania",0,0,2030,0,0,0,0,0
21079,Pennsylvania,Folsom,"Folsom, Pennsylvania",0,0,8913,0,0,0,0,0
21080,Pennsylvania,Foot of Ten,"Foot of Ten, Pennsylvania",0,0,695,0,0,0,0,0
21081,Pennsylvania,Force,"Force, Pennsylvania",0,0,166,0,0,0,0,0
21083,Pennsylvania,Ford Cliff,"Ford Cliff, Pennsylvania",0,0,350,0,0,0,0,0
21084,Pennsylvania,Forest City,"Forest City, Pennsylvania",0,0,1741,0,0,0,0,0
21085,Pennsylvania,Forest Hills,"Forest Hills, Pennsylvania",0,0,6298,0,0,0,0,0
21086,Pennsylvania,Forestville,"Forestville, Pennsylvania",0,0,466,0,0,0,0,0
21087,Pennsylvania,Forksville,"Forksville, Pennsylvania",0,0,135,0,0,0,0,0
21088,Pennsylvania,Fort Indiantown Gap,"Fort Indiantown Gap, Pennsylvania",0,0,91,0,0,0,0,0
21089,Pennsylvania,Fort Loudon,"Fort Loudon, Pennsylvania",0,0,822,0,0,0,0,0
21090,Pennsylvania,Fort Washington,"Fort Washington, Pennsylvania",0,0,5728,0,0,0,0,0
21091,Pennsylvania,Forty Fort,"Forty Fort, Pennsylvania",0,0,4041,0,0,0,0,0
21092,Pennsylvania,Foster Brook,"Foster Brook, Pennsylvania",0,0,1086,0,0,0,0,0
21093,Pennsylvania,Foundryville,"Foundryville, Pennsylvania",0,0,89,0,0,0,0,0
21094,Pennsylvania,Fountain Hill,"Fountain Hill, Pennsylvania",0,0,4699,0,0,0,0,0
21095,Pennsylvania,Fountain Springs,"Fountain Springs, Pennsylvania",0,0,377,0,0,0,0,0
21096,Pennsylvania,Fox Chapel,"Fox Chapel, Pennsylvania",0,0,5076,0,0,0,0,0
21097,Pennsylvania,Fox Chase,"Fox Chase, Pennsylvania",0,0,1612,0,0,0,0,0
21098,Pennsylvania,Foxburg,"Foxburg, Pennsylvania",0,0,174,0,0,0,0,0
21100,Pennsylvania,Frankfort Springs,"Frankfort Springs, Pennsylvania",0,0,122,0,0,0,0,0
21102,Pennsylvania,Franklin Park,"Franklin Park, Pennsylvania",0,0,14885,0,0,0,0,0
21103,Pennsylvania,Franklintown,"Franklintown, Pennsylvania",0,0,508,0,0,0,0,0
21104,Pennsylvania,Fredericksburg,"Fredericksburg, Pennsylvania",0,0,1726,0,0,0,0,0
21105,Pennsylvania,Fredericktown,"Fredericktown, Pennsylvania",0,0,552,0,0,0,0,0
21106,Pennsylvania,Fredonia,"Fredonia, Pennsylvania",0,0,455,0,0,0,0,0
21107,Pennsylvania,Freeburg,"Freeburg, Pennsylvania",0,0,566,0,0,0,0,0
21110,Pennsylvania,Freemansburg,"Freemansburg, Pennsylvania",0,0,2629,0,0,0,0,0
21112,Pennsylvania,Friedens,"Friedens, Pennsylvania",0,0,1445,0,0,0,0,0
21113,Pennsylvania,Friedensburg,"Friedensburg, Pennsylvania",0,0,816,0,0,0,0,0
21114,Pennsylvania,Friendsville,"Friendsville, Pennsylvania",0,0,107,0,0,0,0,0
21115,Pennsylvania,Frizzleburg,"Frizzleburg, Pennsylvania",0,0,415,0,0,0,0,0
21116,Pennsylvania,Frystown,"Frystown, Pennsylvania",0,0,330,0,0,0,0,0
21117,Pennsylvania,Fullerton,"Fullerton, Pennsylvania",0,0,15787,0,0,0,0,0
21118,Pennsylvania,Galeton,"Galeton, Pennsylvania",0,0,1077,0,0,0,0,0
21120,Pennsylvania,Gap,"Gap, Pennsylvania",0,0,2581,0,0,0,0,0
21121,Pennsylvania,Garden View,"Garden View, Pennsylvania",0,0,2779,0,0,0,0,0
21122,Pennsylvania,Gardners,"Gardners, Pennsylvania",0,0,139,0,0,0,0,0
21123,Pennsylvania,Garrett,"Garrett, Pennsylvania",0,0,432,0,0,0,0,0
21124,Pennsylvania,Gastonville,"Gastonville, Pennsylvania",0,0,2459,0,0,0,0,0
21125,Pennsylvania,Geistown,"Geistown, Pennsylvania",0,0,2271,0,0,0,0,0
21126,Pennsylvania,Geneva,"Geneva, Pennsylvania",0,0,120,0,0,0,0,0
21127,Pennsylvania,Georgetown,"Georgetown, Pennsylvania",0,0,1909,0,0,0,0,0
21129,Pennsylvania,Gibraltar,"Gibraltar, Pennsylvania",0,0,781,0,0,0,0,0
21131,Pennsylvania,Gilberton,"Gilberton, Pennsylvania",0,0,723,0,0,0,0,0
21132,Pennsylvania,Gilbertsville,"Gilbertsville, Pennsylvania",0,0,5438,0,0,0,0,0
21133,Pennsylvania,Girard,"Girard, Pennsylvania",0,0,2913,0,0,0,0,0
21135,Pennsylvania,Glasgow,"Glasgow, Pennsylvania",0,0,58,0,0,0,0,0
21136,Pennsylvania,Glassport,"Glassport, Pennsylvania",0,0,4315,0,0,0,0,0
21138,Pennsylvania,Glen Hope,"Glen Hope, Pennsylvania",0,0,136,0,0,0,0,0
21139,Pennsylvania,Glen Lyon,"Glen Lyon, Pennsylvania",0,0,1698,0,0,0,0,0
21140,Pennsylvania,Glen Osborne,"Glen Osborne, Pennsylvania",0,0,538,0,0,0,0,0
21142,Pennsylvania,Glendon,"Glendon, Pennsylvania",0,0,358,0,0,0,0,0
21143,Pennsylvania,Glenfield,"Glenfield, Pennsylvania",0,0,201,0,0,0,0,0
21145,Pennsylvania,Glenshaw,"Glenshaw, Pennsylvania",0,0,8669,0,0,0,0,0
21146,Pennsylvania,Glenside,"Glenside, Pennsylvania",0,0,7819,0,0,0,0,0
21147,Pennsylvania,Gold Key Lake,"Gold Key Lake, Pennsylvania",0,0,1498,0,0,0,0,0
21148,Pennsylvania,Goldsboro,"Goldsboro, Pennsylvania",0,0,941,0,0,0,0,0
21149,Pennsylvania,Goodville,"Goodville, Pennsylvania",0,0,580,0,0,0,0,0
21150,Pennsylvania,Gordon,"Gordon, Pennsylvania",0,0,724,0,0,0,0,0
21151,Pennsylvania,Gordonville,"Gordonville, Pennsylvania",0,0,688,0,0,0,0,0
21152,Pennsylvania,Gouglersville,"Gouglersville, Pennsylvania",0,0,445,0,0,0,0,0
21154,Pennsylvania,Graceton,"Graceton, Pennsylvania",0,0,98,0,0,0,0,0
21155,Pennsylvania,Grampian,"Grampian, Pennsylvania",0,0,325,0,0,0,0,0
21156,Pennsylvania,Grantley,"Grantley, Pennsylvania",0,0,3864,0,0,0,0,0
21157,Pennsylvania,Grapeville,"Grapeville, Pennsylvania",0,0,487,0,0,0,0,0
21158,Pennsylvania,Grassflat,"Grassflat, Pennsylvania",0,0,800,0,0,0,0,0
21159,Pennsylvania,Gratz,"Gratz, Pennsylvania",0,0,756,0,0,0,0,0
21160,Pennsylvania,Grazierville,"Grazierville, Pennsylvania",0,0,795,0,0,0,0,0
21161,Pennsylvania,Green Hills,"Green Hills, Pennsylvania",0,0,28,0,0,0,0,0
21162,Pennsylvania,Green Lane,"Green Lane, Pennsylvania",0,0,506,0,0,0,0,0
21163,Pennsylvania,Green Tree,"Green Tree, Pennsylvania",0,0,4832,0,0,0,0,0
21165,Pennsylvania,Greenfields,"Greenfields, Pennsylvania",0,0,1056,0,0,0,0,0
21166,Pennsylvania,Greenock,"Greenock, Pennsylvania",0,0,2087,0,0,0,0,0
21167,Pennsylvania,Greens Landing,"Greens Landing, Pennsylvania",0,0,929,0,0,0,0,0
21168,Pennsylvania,Greensboro,"Greensboro, Pennsylvania",0,0,241,0,0,0,0,0
21171,Pennsylvania,Greenwood,"Greenwood, Pennsylvania",0,0,2780,0,0,0,0,0
21172,Pennsylvania,Grier City,"Grier City, Pennsylvania",0,0,296,0,0,0,0,0
21173,Pennsylvania,Grill,"Grill, Pennsylvania",0,0,1978,0,0,0,0,0
21174,Pennsylvania,Grindstone,"Grindstone, Pennsylvania",0,0,599,0,0,0,0,0
21177,Pennsylvania,Halfway House,"Halfway House, Pennsylvania",0,0,2881,0,0,0,0,0
21178,Pennsylvania,Hallam,"Hallam, Pennsylvania",0,0,2645,0,0,0,0,0
21179,Pennsylvania,Hallstead,"Hallstead, Pennsylvania",0,0,1203,0,0,0,0,0
21181,Pennsylvania,Hannasville,"Hannasville, Pennsylvania",0,0,161,0,0,0,0,0
21183,Pennsylvania,Harleigh,"Harleigh, Pennsylvania",0,0,1444,0,0,0,0,0
21185,Pennsylvania,Harmonsburg,"Harmonsburg, Pennsylvania",0,0,410,0,0,0,0,0
21186,Pennsylvania,Harmony,"Harmony, Pennsylvania",0,0,840,0,0,0,0,0
21188,Pennsylvania,Harrison City,"Harrison City, Pennsylvania",0,0,38,0,0,0,0,0
21189,Pennsylvania,Harrisville,"Harrisville, Pennsylvania",0,0,858,0,0,0,0,0
21190,Pennsylvania,Hartleton,"Hartleton, Pennsylvania",0,0,278,0,0,0,0,0
21191,Pennsylvania,Hartstown,"Hartstown, Pennsylvania",0,0,216,0,0,0,0,0
21192,Pennsylvania,Harveys Lake,"Harveys Lake, Pennsylvania",0,0,2774,0,0,0,0,0
21193,Pennsylvania,Harwick,"Harwick, Pennsylvania",0,0,864,0,0,0,0,0
21194,Pennsylvania,Hasson Heights,"Hasson Heights, Pennsylvania",0,0,1533,0,0,0,0,0
21195,Pennsylvania,Hastings,"Hastings, Pennsylvania",0,0,1154,0,0,0,0,0
21197,Pennsylvania,Haverford College,"Haverford College, Pennsylvania",0,0,1239,0,0,0,0,0
21198,Pennsylvania,Hawk Run,"Hawk Run, Pennsylvania",0,0,532,0,0,0,0,0
21200,Pennsylvania,Hawthorn,"Hawthorn, Pennsylvania",0,0,458,0,0,0,0,0
21201,Pennsylvania,Haysville,"Haysville, Pennsylvania",0,0,74,0,0,0,0,0
21203,Pennsylvania,Hebron,"Hebron, Pennsylvania",0,0,1085,0,0,0,0,0
21204,Pennsylvania,Heckscherville,"Heckscherville, Pennsylvania",0,0,188,0,0,0,0,0
21205,Pennsylvania,Heidelberg,"Heidelberg, Pennsylvania",0,0,1207,0,0,0,0,0
21206,Pennsylvania,Heidlersburg,"Heidlersburg, Pennsylvania",0,0,845,0,0,0,0,0
21207,Pennsylvania,Heilwood,"Heilwood, Pennsylvania",0,0,593,0,0,0,0,0
21208,Pennsylvania,Hellertown,"Hellertown, Pennsylvania",0,0,5831,0,0,0,0,0
21209,Pennsylvania,Hemlock Farms,"Hemlock Farms, Pennsylvania",0,0,3326,0,0,0,0,0
21210,Pennsylvania,Hendersonville,"Hendersonville, Pennsylvania",0,0,195,0,0,0,0,0
21211,Pennsylvania,Herminie,"Herminie, Pennsylvania",0,0,254,0,0,0,0,0
21213,Pennsylvania,Herndon,"Herndon, Pennsylvania",0,0,300,0,0,0,0,0
21214,Pennsylvania,Hershey,"Hershey, Pennsylvania",0,0,14654,0,0,0,0,0
21215,Pennsylvania,Hickory,"Hickory, Pennsylvania",0,0,561,0,0,0,0,0
21216,Pennsylvania,Hickory Hills,"Hickory Hills, Pennsylvania",0,0,369,0,0,0,0,0
21217,Pennsylvania,Highland Park,"Highland Park, Pennsylvania",0,0,1504,0,0,0,0,0
21219,Pennsylvania,Hilldale,"Hilldale, Pennsylvania",0,0,1512,0,0,0,0,0
21220,Pennsylvania,Hiller,"Hiller, Pennsylvania",0,0,953,0,0,0,0,0
21221,Pennsylvania,Hokendauqua,"Hokendauqua, Pennsylvania",0,0,2667,0,0,0,0,0
21222,Pennsylvania,Holiday Pocono,"Holiday Pocono, Pennsylvania",0,0,398,0,0,0,0,0
21223,Pennsylvania,Hollidaysburg,"Hollidaysburg, Pennsylvania",0,0,5674,0,0,0,0,0
21224,Pennsylvania,Homeacre-Lyndora,"Homeacre-Lyndora, Pennsylvania",0,0,6498,0,0,0,0,0
21225,Pennsylvania,Homer City,"Homer City, Pennsylvania",0,0,1588,0,0,0,0,0
21227,Pennsylvania,Hometown,"Hometown, Pennsylvania",0,0,1168,0,0,0,0,0
21229,Pennsylvania,Honesdale,"Honesdale, Pennsylvania",0,0,5589,0,0,0,0,0
21230,Pennsylvania,Hookstown,"Hookstown, Pennsylvania",0,0,138,0,0,0,0,0
21232,Pennsylvania,Hop Bottom,"Hop Bottom, Pennsylvania",0,0,313,0,0,0,0,0
21233,Pennsylvania,Hopeland,"Hopeland, Pennsylvania",0,0,554,0,0,0,0,0
21235,Pennsylvania,Hopwood,"Hopwood, Pennsylvania",0,0,2043,0,0,0,0,0
21236,Pennsylvania,Hostetter,"Hostetter, Pennsylvania",0,0,560,0,0,0,0,0
21237,Pennsylvania,Houserville,"Houserville, Pennsylvania",0,0,1972,0,0,0,0,0
21238,Pennsylvania,Houston,"Houston, Pennsylvania",0,0,1238,0,0,0,0,0
21239,Pennsylvania,Houtzdale,"Houtzdale, Pennsylvania",0,0,3819,0,0,0,0,0
21240,Pennsylvania,Hublersburg,"Hublersburg, Pennsylvania",0,0,78,0,0,0,0,0
21241,Pennsylvania,Hudson,"Hudson, Pennsylvania",0,0,1446,0,0,0,0,0
21242,Pennsylvania,Hughestown,"Hughestown, Pennsylvania",0,0,1349,0,0,0,0,0
21243,Pennsylvania,Hughesville,"Hughesville, Pennsylvania",0,0,2029,0,0,0,0,0
21245,Pennsylvania,Hummels Wharf,"Hummels Wharf, Pennsylvania",0,0,1266,0,0,0,0,0
21247,Pennsylvania,Hunker,"Hunker, Pennsylvania",0,0,272,0,0,0,0,0
21248,Pennsylvania,Hunterstown,"Hunterstown, Pennsylvania",0,0,614,0,0,0,0,0
21249,Pennsylvania,Huntingdon,"Huntingdon, Pennsylvania",0,0,11134,0,0,0,0,0
21250,Pennsylvania,Hyde,"Hyde, Pennsylvania",0,0,1162,0,0,0,0,0
21251,Pennsylvania,Hyde Park,"Hyde Park, Pennsylvania",0,0,2692,0,0,0,0,0
21252,Pennsylvania,Hydetown,"Hydetown, Pennsylvania",0,0,508,0,0,0,0,0
21254,Pennsylvania,Idaville,"Idaville, Pennsylvania",0,0,216,0,0,0,0,0
21255,Pennsylvania,Imperial,"Imperial, Pennsylvania",0,0,2533,0,0,0,0,0
21256,Pennsylvania,Indian Lake,"Indian Lake, Pennsylvania",0,0,378,0,0,0,0,0
21257,Pennsylvania,Indian Mountain Lake,"Indian Mountain Lake, Pennsylvania",0,0,4719,0,0,0,0,0
21259,Pennsylvania,Industry,"Industry, Pennsylvania",0,0,1711,0,0,0,0,0
21260,Pennsylvania,Ingram,"Ingram, Pennsylvania",0,0,3198,0,0,0,0,0
21261,Pennsylvania,Inkerman,"Inkerman, Pennsylvania",0,0,1945,0,0,0,0,0
21262,Pennsylvania,Intercourse,"Intercourse, Pennsylvania",0,0,1640,0,0,0,0,0
21263,Pennsylvania,Iola,"Iola, Pennsylvania",0,0,197,0,0,0,0,0
21264,Pennsylvania,Irvona,"Irvona, Pennsylvania",0,0,611,0,0,0,0,0
21265,Pennsylvania,Irwin,"Irwin, Pennsylvania",0,0,3744,0,0,0,0,0
21266,Pennsylvania,Ivyland,"Ivyland, Pennsylvania",0,0,941,0,0,0,0,0
21267,Pennsylvania,Jackson Center,"Jackson Center, Pennsylvania",0,0,207,0,0,0,0,0
21268,Pennsylvania,Jacksonville,"Jacksonville, Pennsylvania",0,0,612,0,0,0,0,0
21269,Pennsylvania,Jacksonwald,"Jacksonwald, Pennsylvania",0,0,2900,0,0,0,0,0
21270,Pennsylvania,Jacobus,"Jacobus, Pennsylvania",0,0,1833,0,0,0,0,0
21271,Pennsylvania,James City,"James City, Pennsylvania",0,0,264,0,0,0,0,0
21272,Pennsylvania,Jamestown,"Jamestown, Pennsylvania",0,0,573,0,0,0,0,0
21273,Pennsylvania,Jamison City,"Jamison City, Pennsylvania",0,0,144,0,0,0,0,0
21275,Pennsylvania,Jeddo,"Jeddo, Pennsylvania",0,0,92,0,0,0,0,0
21276,Pennsylvania,Jefferson,"Jefferson, Pennsylvania",0,0,732,0,0,0,0,0
21278,Pennsylvania,Jenkintown,"Jenkintown, Pennsylvania",0,0,4420,0,0,0,0,0
21279,Pennsylvania,Jennerstown,"Jennerstown, Pennsylvania",0,0,640,0,0,0,0,0
21280,Pennsylvania,Jermyn,"Jermyn, Pennsylvania",0,0,2053,0,0,0,0,0
21281,Pennsylvania,Jerome,"Jerome, Pennsylvania",0,0,722,0,0,0,0,0
21282,Pennsylvania,Jersey Shore,"Jersey Shore, Pennsylvania",0,0,9116,0,0,0,0,0
21283,Pennsylvania,Jerseytown,"Jerseytown, Pennsylvania",0,0,137,0,0,0,0,0
21284,Pennsylvania,Jessup,"Jessup, Pennsylvania",0,0,4400,0,0,0,0,0
21285,Pennsylvania,Jim Thorpe,"Jim Thorpe, Pennsylvania",0,0,5449,0,0,0,0,0
21286,Pennsylvania,Joffre,"Joffre, Pennsylvania",0,0,415,0,0,0,0,0
21287,Pennsylvania,Johnsonburg,"Johnsonburg, Pennsylvania",0,0,2291,0,0,0,0,0
21290,Pennsylvania,Julian,"Julian, Pennsylvania",0,0,139,0,0,0,0,0
21291,Pennsylvania,Juniata Terrace,"Juniata Terrace, Pennsylvania",0,0,535,0,0,0,0,0
21293,Pennsylvania,Kapp Heights,"Kapp Heights, Pennsylvania",0,0,878,0,0,0,0,0
21294,Pennsylvania,Karns City,"Karns City, Pennsylvania",0,0,204,0,0,0,0,0
21295,Pennsylvania,Kelayres,"Kelayres, Pennsylvania",0,0,487,0,0,0,0,0
21296,Pennsylvania,Kempton,"Kempton, Pennsylvania",0,0,114,0,0,0,0,0
21297,Pennsylvania,Kenhorst,"Kenhorst, Pennsylvania",0,0,2805,0,0,0,0,0
21298,Pennsylvania,Kenilworth,"Kenilworth, Pennsylvania",0,0,1987,0,0,0,0,0
21299,Pennsylvania,Kenmar,"Kenmar, Pennsylvania",0,0,4275,0,0,0,0,0
21300,Pennsylvania,Kennerdell,"Kennerdell, Pennsylvania",0,0,177,0,0,0,0,0
21301,Pennsylvania,Kennett Square,"Kennett Square, Pennsylvania",0,0,6202,0,0,0,0,0
21302,Pennsylvania,Kerrtown,"Kerrtown, Pennsylvania",0,0,88,0,0,0,0,0
21303,Pennsylvania,Kersey,"Kersey, Pennsylvania",0,0,1067,0,0,0,0,0
21304,Pennsylvania,King of Prussia,"King of Prussia, Pennsylvania",0,0,21313,0,0,0,0,0
21306,Pennsylvania,Kirkwood,"Kirkwood, Pennsylvania",0,0,411,0,0,0,0,0
21307,Pennsylvania,Kiskimere,"Kiskimere, Pennsylvania",0,0,149,0,0,0,0,0
21308,Pennsylvania,Kistler,"Kistler, Pennsylvania",0,0,316,0,0,0,0,0
21310,Pennsylvania,Klingerstown,"Klingerstown, Pennsylvania",0,0,90,0,0,0,0,0
21311,Pennsylvania,Knox,"Knox, Pennsylvania",0,0,1069,0,0,0,0,0
21313,Pennsylvania,Koppel,"Koppel, Pennsylvania",0,0,721,0,0,0,0,0
21314,Pennsylvania,Kratzerville,"Kratzerville, Pennsylvania",0,0,337,0,0,0,0,0
21315,Pennsylvania,Kreamer,"Kreamer, Pennsylvania",0,0,724,0,0,0,0,0
21317,Pennsylvania,Kulpsville,"Kulpsville, Pennsylvania",0,0,8348,0,0,0,0,0
21319,Pennsylvania,Kutztown University,"Kutztown University, Pennsylvania",0,0,3604,0,0,0,0,0
21320,Pennsylvania,Kylertown,"Kylertown, Pennsylvania",0,0,282,0,0,0,0,0
21321,Pennsylvania,Laceyville,"Laceyville, Pennsylvania",0,0,348,0,0,0,0,0
21322,Pennsylvania,Laflin,"Laflin, Pennsylvania",0,0,1438,0,0,0,0,0
21323,Pennsylvania,Lake Arthur Estates,"Lake Arthur Estates, Pennsylvania",0,0,647,0,0,0,0,0
21324,Pennsylvania,Lake City,"Lake City, Pennsylvania",0,0,2854,0,0,0,0,0
